Objetivos,Metas,Indicadores,Ciudad,Valor,Fuente
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.7. Beneficiarios de programa de cero a siempre,Yumbo,1701,DNP
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.8. Beneficiarios de programa jóvenes en acción,Yumbo,0,DNP
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.9. Beneficiarios de programa de adultos mayores Colombia mayor,Yumbo,2636,DNP
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.1 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de Acueducto,Yumbo,99.60,DANE-GEIH
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.2 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de Alcantarillado,Yumbo,98.90,DANE-GEIH
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.3 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de recolección de basuras,Yumbo,100.00,DANE-GEIH
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.4 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de electricidad,Yumbo,99.90,DANE-GEIH
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.1 Muertos en desastres naturales,Yumbo,0,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.2 Heridos en desastres naturales,Yumbo,5,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.3 Desaparecidos en desastres naturales,Yumbo,0,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.4 Personas afectadas por desastres naturales,Yumbo,50,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.5 Familias afectadas por desastres naturales,Yumbo,9,UNGRD
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.1 Gasto en Sector Salud por SGP,Yumbo,11365486,FUT
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.2 Gasto en sector educación por SGP,Yumbo,35656120,FUT
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.3 Porcentaje de recursos propios ejecutados en sector Salud,Yumbo,5.00,FUT
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.4 Porcentaje de recursos propios ejecutados en sector educación,Yumbo,12.10,FUT
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.1 Incidencia de pobreza monetaria extrema,Bucaramanga Metropolitana,1.30,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.2 Incidencia de pobreza monetaria extrema-Hombres,Bucaramanga Metropolitana,1.10,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.3 Incidencia de pobreza monetaria extrema-Mujeres,Bucaramanga Metropolitana,1.50,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.4 Incidencia de pobreza monetaria extrema-Menores de 25 años,Bucaramanga Metropolitana,1.60,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.5 Incidencia de pobreza monetaria extrema-Personas entre 25 y 65 años,Bucaramanga Metropolitana,O.9,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.6 Incidencia de pobreza monetaria extrema-Mayores de 65 años,Bucaramanga Metropolitana,2.20,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.7 Incidencia de pobreza monetaria extrema-Ocupados,Bucaramanga Metropolitana,0.50,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.8 Incidencia de pobreza monetaria extrema-Desocupados,Bucaramanga Metropolitana,3.20,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.9 Incidencia de pobreza monetaria extrema-Inactivos,Bucaramanga Metropolitana,2.00,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.2.1 Incidencia de pobreza monetaria,Bucaramanga Metropolitana,9.10,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.2 Incidencia de pobreza monetaria-Hombres,Bucaramanga Metropolitana,8.80,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.3 Incidencia de pobreza monetaria-Mujeres,Bucaramanga Metropolitana,9.30,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.4 Incidencia de pobreza monetaria-Menores de 25 años,Bucaramanga Metropolitana,12.70,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.5 Incidencia de pobreza monetaria-Personas entre 25 y 65 años,Bucaramanga Metropolitana,6.70,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.6 Incidencia de pobreza monetaria-Mayores de 65 años,Bucaramanga Metropolitana,7.50,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.7 Incidencia de pobreza monetaria-Ocupados,Bucaramanga Metropolitana,5.20,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.8 Incidencia de pobreza monetaria-Desocupados,Bucaramanga Metropolitana,15.60,DANE
Objetivo1,1.1   Para 2030 erradicar la pobreza extrema para todas las personas en todas partes. medida actualmente como personas que viven con menos de 1.25 por día.,1.1.1.9 Incidencia de pobreza monetaria-Inactivos,Bucaramanga Metropolitana,11.40,DANE
Objetivo1,1.2   Para 2030 reducir a menos de la mitad la proporción de hombres. mujeres y niños de todas las edades viviendo en la pobreza en todas sus dimensiones de acuerdo con las definiciones nacionales.,1.2.2.1 Índice de Pobreza Multidimensional,Bucaramanga Metropolitana,No Disponible,DANE
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.1. Porcentaje de población afiliada al sistema de salud,Bucaramanga Metropolitana,102.30,Ministerio de Salud-BDUA
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.2. Porcentaje de desocupados que reciben subsidio al desempleo,Bucaramanga Metropolitana,0.70,DANE-GEIH
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.3. Porcentaje de Ocupados afiliados a sistema de pensiones,Bucaramanga Metropolitana,43.60,DANE-GEIH
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.4. Porcentaje de ocupados afiliados a cajas de compensación familiar,Bucaramanga Metropolitana,33.80,DANE-GEIH
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.5. Porcentaje de ocupados afiliados a ARL,Bucaramanga Metropolitana,42.80,DANE-GEIH
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.6. Beneficiarios de programa Más Familias en Acción,Bucaramanga Metropolitana,28613,DNP
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.7. Beneficiarios de programa de cero a siempre,Bucaramanga Metropolitana,12976,DNP
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.8. Beneficiarios de programa jóvenes en acción,Bucaramanga Metropolitana,4327,DNP
Objetivo1,1.3   Implementar sistemas y medidas de protección social adecuadas a nivel nacional para todos.  y para 2030 lograr una cobertura sustancial de los pobres y vulnerables.,1.3.1.9. Beneficiarios de programa de adultos mayores Colombia mayor,Bucaramanga Metropolitana,17433,DNP
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.1 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de Acueducto,Bucaramanga Metropolitana,99.70,DANE-GEIH
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.2 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de Alcantarillado,Bucaramanga Metropolitana,98.70,DANE-GEIH
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.3 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de recolección de basuras,Bucaramanga Metropolitana,100.00,DANE-GEIH
Objetivo1,1.4   Para 2030 garantizar que todos los hombres y mujeres. particularmente los pobres y vulnerables. tengan los mismos derechos a recursos económicos. así como el acceso a servicios básicos. la propiedad y control de la tierra y otras formas de propiedad. la herencia. los recursos naturales. la nueva tecnología apropiada y los servicios financieros. incluyendo las microfinanciación,1.4.1.4 Proporción de personas que vive en hogares en cuyas viviendas cuentan con servicio de electricidad,Bucaramanga Metropolitana,100.00,DANE-GEIH
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.1 Muertos en desastres naturales,Bucaramanga Metropolitana,4,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.2 Heridos en desastres naturales,Bucaramanga Metropolitana,1,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.3 Desaparecidos en desastres naturales,Bucaramanga Metropolitana,0,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.4 Personas afectadas por desastres naturales,Bucaramanga Metropolitana,95,UNGRD
Objetivo1,1.5   Para 2030 erigir la resiliencia de los pobres y aquellos en situaciones vulnerables. y reducir su exposición y vulnerabilidad a los fenómenos climáticos extremos choques y desastres económicos. sociales y ambientales.,1.5.1.5 Familias afectadas por desastres naturales,Bucaramanga Metropolitana,19,UNGRD
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.1 Gasto en Sector Salud por SGP,Bucaramanga Metropolitana,94874895,FUT
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.2 Gasto en sector educación por SGP,Bucaramanga Metropolitana,334466322,FUT
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.3 Porcentaje de recursos propios ejecutados en sector Salud,Bucaramanga Metropolitana,Pendiente,FUT
Objetivo1,a.       Asegurar una movilización significativa de recursos. de fuentes variadas incluyendo a través de la profundización de la cooperación para el desarrollo. para proveer medios adecuados y predecibles para los países en desarrollo. en particular PMA. para la implementación de programas y políticas para erradicar la pobreza en todas sus dimensiones.,1.a.1.4 Porcentaje de recursos propios ejecutados en sector educación,Bucaramanga Metropolitana,Pendiente,FUT
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.1 Proporción de adultos con Desnutrición
",Barranquilla,4.50,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.2 Proporción de población con desnutrición (retraso en talla + retraso severo en talla)en menores de 5 a 17 años
",Barranquilla,10.50,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.2.1 Proporción de población con Inseguridad alimentaria leve o moderada
",Barranquilla,46.90,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,2.1.2.1 Proporción de población con Inseguridad alimentaria severa,Barranquilla,4.10,ENSIN (2010)
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.1.1 Porcentaje de niños con desnutrición crónica,Barranquilla,15.30,ENSIN (2010)
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.1.2 Tasa de mortalidad por desnutrición en menores de cinco años (por cada 100.000 menores,Barranquilla,1.03,DANE
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.2.1 Porcentaje de niños menores de cinco años con malnutrición por delgadez,Barranquilla,18.90,ENSIN 2010
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.2.2 Porcentaje de niños menores de cinco años con malnutrición por sobrepeso,Barranquilla,30.30,ENSIN 2010
Objetivo2,c.       Adoptar medidas para garantizar el apropiado funcionamiento de los mercados de productos alimenticios y sus derivados. y facilitar el acceso oportuno a la información de mercado. incluyendo las reservas de alimentos. con el fin de ayudar a limitar la extrema volatilidad de los precios de alimentos.,2.c.1.1 Índice de precios al consumidor en el grupo alimentos,Barranquilla,10.60,DANE
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.1 Proporción de adultos con Desnutrición
",Bogotá,1.80,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.2 Proporción de población con desnutrición (retraso en talla + retraso severo en talla)en menores de 5 a 17 años
",Bogotá,7.80,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.2.1 Proporción de población con Inseguridad alimentaria leve o moderada
",Bogotá,27.00,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,2.1.2.1 Proporción de población con Inseguridad alimentaria severa,Bogotá,0.80,ENSIN (2010)
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.1.1 Porcentaje de niños con desnutrición crónica,Bogotá,16.40,ENSIN (2010)
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.1.2 Tasa de mortalidad por desnutrición en menores de cinco años (por cada 100.000 menores,Bogotá,0.17,DANE
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.2.1 Porcentaje de niños menores de cinco años con malnutrición por delgadez,Bogotá,0.19,ENSIN 2010
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.2.2 Porcentaje de niños menores de cinco años con malnutrición por sobrepeso,Bogotá,0.28,ENSIN 2010
Objetivo2,c.       Adoptar medidas para garantizar el apropiado funcionamiento de los mercados de productos alimenticios y sus derivados. y facilitar el acceso oportuno a la información de mercado. incluyendo las reservas de alimentos. con el fin de ayudar a limitar la extrema volatilidad de los precios de alimentos.,2.c.1.1 Índice de precios al consumidor en el grupo alimentos,Bogotá,10.90,DANE
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.1 Proporción de adultos con Desnutrición
",Cali,3.10,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.2 Proporción de población con desnutrición (retraso en talla + retraso severo en talla)en menores de 5 a 17 años
",Cali,5.20,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.2.1 Proporción de población con Inseguridad alimentaria leve o moderada
",Cali,32.80,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,2.1.2.1 Proporción de población con Inseguridad alimentaria severa,Cali,2.10,ENSIN (2010)
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.1.1 Porcentaje de niños con desnutrición crónica,Cali,5.30,ENSIN (2010)
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.1.2 Tasa de mortalidad por desnutrición en menores de cinco años (por cada 100.000 menores,Cali,2.27,DANE
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.2.1 Porcentaje de niños menores de cinco años con malnutrición por delgadez,Cali,6.20,ENSIN 2010
Objetivo2,2.2   Para 2030 erradicar todas las formas de malnutrición. incluyendo alcanzar en 2025 de los objetivos acordados a nivel internacional sobre retraso en el crecimiento y emaciación o consunción en niños menores de cinco años de edad. y atender las necesidades nutricionales de las adolescentes. las mujeres embarazadas y lactantes. y las personas mayores.,2.2.2.2 Porcentaje de niños menores de cinco años con malnutrición por sobrepeso,Cali,23.30,ENSIN 2010
Objetivo2,c.       Adoptar medidas para garantizar el apropiado funcionamiento de los mercados de productos alimenticios y sus derivados. y facilitar el acceso oportuno a la información de mercado. incluyendo las reservas de alimentos. con el fin de ayudar a limitar la extrema volatilidad de los precios de alimentos.,2.c.1.1 Índice de precios al consumidor en el grupo alimentos,Cali,12.50,DANE
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.1 Proporción de adultos con Desnutrición
",Cartagena,No Disponible,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.1.2 Proporción de población con desnutrición (retraso en talla + retraso severo en talla)en menores de 5 a 17 años
",Cartagena,No Disponible,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,"2.1.2.1 Proporción de población con Inseguridad alimentaria leve o moderada
",Cartagena,No Disponible,ENSIN (2010)
Objetivo2,2.1   Para 2030 erradicar el hambre y asegurar el acceso de todas las personas. en particular de los pobres y de las personas en situación de vulnerabilidad. incluyendo los infantes. a alimentos seguros. nutritivos y suficientes durante todo el año.,2.1.2.1 Proporción de población con Inseguridad alimentaria severa,Cartagena,No Disponible,ENSIN (2010)
